"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene-AT2G43710",9927.74725655504,0.383331175964718,0.0519105492625771,7.38445617336332,1.53077766918214e-13,2.24543271461011e-12
"gene-AT1G11410",1021.92779336408,0.692329608207984,0.0937609683036163,7.38398526310101,1.53620457865503e-13,2.25196067254968e-12
"gene-AT1G74770",1729.50323248019,0.633506986985905,0.0857978314633571,7.38371793530079,1.53929375079365e-13,2.25505556540984e-12
"gene-AT1G69550",1867.84315667078,-0.598313587962176,0.0810534879121668,-7.38171303140632,1.5626572744973e-13,2.28782946619894e-12
"gene-AT3G22550",1334.5451356489,0.683277398062746,0.0925822110228816,7.38022337675512,1.58024178275028e-13,2.3121062987588e-12
"gene-AT2G16660",813.901202506884,-1.02481218151609,0.138895593329432,-7.3782915422338,1.60333578456523e-13,2.3444083612105e-12
"gene-AT2G03640",5174.09045591981,-0.474459312319518,0.0643383198502678,-7.37444361966103,1.65032799599563e-13,2.41159146132213e-12
"gene-AT5G66690",2410.02238129171,0.565868616712952,0.0767362070698115,7.37420623615327,1.65327091704105e-13,2.41436187942049e-12
"gene-AT3G57880",2334.59590804246,-0.521630957601505,0.0707437768464746,-7.37352429929672,1.66175382394267e-13,2.42521401432241e-12
"gene-AT3G03020",436.115826336636,-0.960722701311182,0.130310256482381,-7.37257931374788,1.67357963744474e-13,2.44092807462607e-12
"gene-AT4G04570",2112.62757789107,-0.545973268845201,0.074077208560416,-7.37032724984386,1.70209695315447e-13,2.48095155769841e-12
"gene-AT5G04770",639.83560840618,-1.0245368982595,0.139012408586681,-7.3701111194016,1.7048587358934e-13,2.48340730201933e-12
"gene-AT2G42170",397.034870817019,-0.952130015658836,0.129232220677428,-7.36758999162769,1.73740153270383e-13,2.52921350647839e-12
"gene-AT2G40890",4034.74430165435,0.427264539627174,0.0580168936756838,7.36448493805263,1.77832130000227e-13,2.58714894995283e-12
"gene-AT5G45350",3023.43871097339,-0.484088211930432,0.065778782310533,-7.35933677891931,1.84826195238298e-13,2.68720506683475e-12
"gene-AT3G59670",961.897960818899,0.75602629532812,0.102738132514547,7.35877007712862,1.85612410024002e-13,2.69693545226432e-12
"gene-AT1G72500",1902.06760472526,0.601428660722212,0.0817378989998889,7.35801467961674,1.86665523158291e-13,2.71052915523113e-12
"gene-AT2G43340",1463.10522606721,-0.618418677279466,0.084051046166746,-7.35765591843564,1.87167732394405e-13,2.71611122799407e-12
"gene-AT1G18810",1506.09557394267,-0.752131758630357,0.102246143026099,-7.35608929950901,1.89376351874515e-13,2.74643352067575e-12
"gene-AT1G56170",908.037187431273,0.66995712003511,0.091109293029607,7.35333463533077,1.93322137296105e-13,2.80189513759327e-12
"gene-AT5G15580",1662.42572479596,-0.615371194996712,0.0837405013237933,-7.34854921177628,2.00369696363082e-13,2.90221408821377e-12
"gene-AT2G35470",1001.54582258519,0.758965578955859,0.103297641402978,7.34736600611269,2.02150776078516e-13,2.92617372604803e-12
"gene-AT5G55120",2671.86062611835,0.588995697098045,0.0802276471790327,7.34155515970282,2.11126107496565e-13,3.0541762313446e-12
"gene-AT4G09650",50148.1919205232,0.325146550848111,0.0443294215849634,7.33477990965714,2.22086145321212e-13,3.21071123822058e-12
"gene-AT2G21860",1984.41504550549,0.531100376840626,0.0724175610742839,7.33386168992682,2.23613874233237e-13,3.23077213405025e-12
"gene-AT3G04070",244.131417377644,-1.20422124280294,0.164417320981987,-7.32417506629286,2.40372725972559e-13,3.47072929755869e-12
"gene-AT2G46450",2515.97928709863,0.578953596411776,0.079056092457055,7.32332674709765,2.41897840283722e-13,3.49056464274239e-12
"gene-AT1G53240",14235.0812144889,0.391959153300686,0.0535310995617866,7.32208298557887,2.44151082459683e-13,3.52087542866656e-12
"gene-AT1G10200",2187.82521713582,-0.547944754084169,0.0748430244915973,-7.32125348763381,2.45665277151913e-13,3.53876834323951e-12
"gene-AT5G60790",4873.2305204268,0.412742667705621,0.0563760973200668,7.32123519232516,2.45698777810246e-13,3.53876834323951e-12
"gene-AT5G63810",812.147291517849,-0.704102857457597,0.0961850010636189,-7.32029786007786,2.47421150738837e-13,3.56135100804422e-12
"gene-AT1G17050",4489.60596502845,0.466118720320967,0.0636799632149657,7.31970775088988,2.48511570032395e-13,3.57481490541297e-12
"gene-AT1G20950",3766.65395549602,0.514111608577676,0.0702628258749262,7.31697881740252,2.536158670035e-13,3.64596526012077e-12
"gene-AT1G55152",599.851210486569,-0.800893340069066,0.109462381319212,-7.31660804759506,2.54317267048763e-13,3.65377062983018e-12
"gene-AT3G57150",3930.19261923639,0.520446601204982,0.0711674593194951,7.3129855439762,2.61271133191545e-13,3.75133938995258e-12
"gene-AT5G14730",435.440534403408,-0.924008318217784,0.126403513997711,-7.30998916877039,2.67163919831817e-13,3.83356118693334e-12
"gene-AT4G30400",413.350389788195,0.904909383863213,0.123797044254773,7.30962026848492,2.67898378650426e-13,3.8393217609075e-12
"gene-AT4G17260",687.738731376591,-0.732022107620197,0.10014432667723,-7.30967127054077,2.67796718532318e-13,3.8393217609075e-12
"gene-AT3G06760",1517.13056523628,-0.605181682856573,0.082797164027093,-7.3092078692278,2.68721789322788e-13,3.84873027328831e-12
"gene-AT1G55910",625.246970279127,0.98268326013077,0.134498232510454,7.30629125594191,2.74616583461145e-13,3.93071619989481e-12
"gene-AT5G54585",818.30364920602,-0.873389988845563,0.119585446785538,-7.30348058499028,2.80417355800845e-13,4.01125546365489e-12
"gene-AT2G35930",745.815268741749,-0.706390470905046,0.0967378992244971,-7.3021067913181,2.83296266719277e-13,4.04992474536875e-12
"gene-AT4G19710",5275.43139098717,0.389447348962035,0.0533524991533784,7.29951464583593,2.88807628479787e-13,4.12615557937758e-12
"gene-AT1G05560",2194.54506923373,0.677994213098072,0.0929690859183635,7.29268451335986,3.03839020603082e-13,4.33821918023929e-12
"gene-AT3G50380",3636.42967905377,0.43115472960088,0.0591761933495805,7.28594904802096,3.1941368698321e-13,4.55777240603084e-12
"gene-AT1G26800",598.1920189657,0.868869188624597,0.119299418148624,7.28309661613061,3.26243401631719e-13,4.65234792716501e-12
"gene-AT3G11700",5220.70060471882,-0.411597178964741,0.0565190005849674,-7.28245677922011,3.27794976523661e-13,4.67158489719351e-12
"gene-AT5G63880",459.967672138293,-0.870504335390329,0.119641204690209,-7.27595762383332,3.4397156017187e-13,4.89909833601183e-12
"gene-AT1G62570",3623.68545252116,-0.687866473196809,0.0945460387453723,-7.27546581882023,3.4522710148509e-13,4.91394551428685e-12
"gene-AT4G25520",1963.71688568533,-0.494797129269542,0.068015434655687,-7.27477714101722,3.4699281129556e-13,4.93603160744252e-12
"gene-AT4G18630",166.699305150177,1.52379492201192,0.209782813911786,7.26367853304074,3.76702667293026e-13,5.35535561350795e-12
"gene-AT2G28305",2776.89539305091,-0.52742835871766,0.0726152260636542,-7.26333012108671,3.776746791725e-13,5.36586594395482e-12
"gene-AT5G06860",5357.87514727225,-0.42176593321674,0.0581534942211871,-7.25263268983548,4.08747476736025e-13,5.80376112441872e-12
"gene-AT4G06744",1135.41299694297,0.645227622253702,0.0889960580761095,7.25006967951213,4.16557276735105e-13,5.91101184260603e-12
"gene-AT1G67730",4221.47929292233,0.417693811079194,0.0576245537892809,7.24853874975934,4.21291909811856e-13,5.97452038644009e-12
"gene-AT3G54470",3376.0028074137,0.483298728269271,0.0666852389615024,7.24746189405246,4.24653867105949e-13,6.01849632550466e-12
"gene-AT1G61820",1291.863847017,-0.607905704517231,0.0839278631249663,-7.24319292643107,4.38242807385628e-13,6.20727327733734e-12
"gene-AT1G17220",22137.4247612352,0.355747415356016,0.0491399691836838,7.23947168192641,4.50435914827144e-13,6.37606001227692e-12
"gene-AT2G45300",3787.00600328066,0.463635826962242,0.0640491906077024,7.2387460725614,4.52851976360884e-13,6.40632743736542e-12
"gene-AT1G03740",1681.08641498268,-0.552624822198206,0.0763470627117932,-7.23832460044128,4.54261189634427e-13,6.42232297472731e-12
"gene-AT5G26030",2390.26285728008,-0.515088860615505,0.0711805339323632,-7.23637253276226,4.60844383007794e-13,6.51140357094162e-12
"gene-AT2G19570",1080.27617557567,0.676748455998426,0.0937346688081858,7.2198308758448,5.20522695444176e-13,7.35011196218448e-12
"gene-AT4G36810",4524.0623862665,0.40916935366102,0.0566849095473852,7.21831183869101,5.26369034890652e-13,7.4281172432947e-12
"gene-AT3G60080",1304.55912294517,0.584007985866086,0.0809230800628522,7.21682844267041,5.32140402930403e-13,7.5049697560686e-12
"gene-AT5G57785",1433.39631846629,0.644801177255227,0.0893606613274512,7.21571626347339,5.36508207036875e-13,7.56194544380397e-12
"gene-AT4G12880",2207.33893014484,0.525390750158074,0.0728296732282198,7.21396550155738,5.43455297110067e-13,7.65518368727002e-12
"gene-AT1G07640",1085.2360628785,0.683583336063924,0.0947683534227598,7.21320262909362,5.4650995943441e-13,7.69351230439442e-12
"gene-AT3G29170",460.567724274681,-0.879438277357045,0.121994522634597,-7.20883412111196,5.64329557026427e-13,7.93468003382463e-12
"gene-AT1G73380",605.543956970443,-0.799249220110847,0.110870319350707,-7.20886549972539,5.64199548695732e-13,7.93468003382463e-12
"gene-AT3G29230",872.848435499379,0.663871625171873,0.0921140807979101,7.20705910997849,5.71731895361127e-13,8.03386092329813e-12
"gene-AT5G44005",323.510954180119,-1.05579616297925,0.146508589414688,-7.20637723151408,5.74600809221049e-13,8.06925704009024e-12
"gene-AT5G16360",301.904305304882,-1.18154236795367,0.163973859376327,-7.20567517558994,5.77569383426103e-13,8.10600877201613e-12
"gene-AT1G14630",193.54781700391,1.31568897737188,0.182641032782608,7.20368778760633,5.86054738296156e-13,8.22009501847388e-12
"gene-AT5G62130",2555.26442976741,0.481658820131248,0.066866926375522,7.20324450725118,5.87963997008728e-13,8.24186128086581e-12
"gene-AT5G20790",121.923453094155,1.71315931204494,0.237898594486583,7.2012166181232,5.96776498652179e-13,8.36030940608785e-12
"gene-AT4G12830",2416.17601782913,0.489841967868396,0.0680371901796533,7.19962077468161,6.03802535911797e-13,8.45360211025509e-12
"gene-AT2G04030",18209.9458811065,0.34655504445056,0.0481426689504673,7.1985008726276,6.08781566831754e-13,8.51813965386736e-12
"gene-AT2G35860",2520.65528554301,0.521264856629436,0.0724207971512034,7.19772326644121,6.1226245433375e-13,8.56164944480409e-12
"gene-AT3G17660",206.916695645311,-1.33492559344609,0.18548339692591,-7.19700854939224,6.15479052361803e-13,8.60141301115807e-12
"gene-AT3G15750",121.501156150734,-1.7186017386496,0.238857140966962,-7.1951030297533,6.24136177789961e-13,8.71711455097438e-12
"gene-AT1G15710",822.830831764657,0.699714930451857,0.097251524136033,7.19489937734151,6.25068448625295e-13,8.72485070027281e-12
"gene-AT3G06190",2120.82891843114,-0.480872012410323,0.0668378902490743,-7.19460190347619,6.26432668378867e-13,8.73860308538917e-12
"gene-AT2G47060",2349.47960162128,-0.467127522146071,0.0649451115744132,-7.19265100670191,6.35452233990195e-13,8.85906473009668e-12
"gene-AT4G01150",33265.1610580206,0.345484618500303,0.0480409069702445,7.19146744490666,6.40986191110141e-13,8.93081606091162e-12
"gene-AT4G39780",338.516054721109,1.11556408950881,0.155141750059554,7.19061174107276,6.45016629474608e-13,8.98154496319746e-12
"gene-AT3G62010",6039.69335227893,-0.419123628635736,0.0583108294339582,-7.1877493889952,6.5868018570114e-13,9.16626819679094e-12
"gene-AT1G07420",816.799060622046,-0.685786967435,0.095469000429105,-7.18334710065665,6.80251045963262e-13,9.46074117543236e-12
"gene-AT1G25550",6483.39738748492,-0.388811438565326,0.0541495197640769,-7.18033031981321,6.95431909094302e-13,9.66604243026251e-12
"gene-AT3G12630",3581.09913846494,-0.434320006682027,0.0604991594538675,-7.17894282503561,7.02525154391213e-13,9.75875152717288e-12
"gene-AT3G61898",71.9319870165579,2.54010425293214,0.353890647567745,7.1776529568951,7.09182980071503e-13,9.84530423688669e-12
"gene-AT2G28870",216.08766940308,-1.23419180691262,0.172006955854162,-7.17524358700376,7.21785569913719e-13,1.00142319233697e-11
"gene-AT2G17290",1673.82075042285,-0.504595855016286,0.0703562401354405,-7.17201280291421,7.390302868087e-13,1.02473237423462e-11
"gene-AT5G25350",2732.53253253247,0.53116885183217,0.0740646099608636,7.17169579523669,7.40743984870731e-13,1.02649131893835e-11
"gene-AT4G15440",481.192780401778,1.04659027889175,0.145936387498656,7.17155122742357,7.41526792205553e-13,1.0269589370251e-11
"gene-AT4G31590",2179.09806463233,0.469641644341685,0.0654932652225438,7.17083875335669,7.45396582313394e-13,1.03169866696066e-11
"gene-AT3G61490",700.409382782348,0.822888195255747,0.11475871736177,7.17059421866526,7.46729332124073e-13,1.03292331550384e-11
"gene-AT4G04435",253.723010654642,-1.20740382476403,0.168414667216988,-7.16923201949147,7.54196434529312e-13,1.04262683356183e-11
"gene-AT1G55265",411.978909512649,0.950178665082917,0.132833728205166,7.15314309040049,8.48131131398279e-13,1.17178284954541e-11
"gene-AT1G72710",7195.79287077821,-0.386768857389027,0.0540951570339677,-7.14978712689872,8.69125738643866e-13,1.20007008427478e-11
"gene-AT2G37470",1504.39415327668,-0.526239304245688,0.0736136112744914,-7.14866850212578,8.76236456860099e-13,1.20916436018773e-11
"gene-AT2G28410",535.548056289537,0.906676416512341,0.126875216021845,7.14620589379909,8.92092239251093e-13,1.23030831010113e-11
"gene-AT1G78020",3443.02467215228,0.444140695942691,0.0621666275469459,7.14435885406994,9.04169096389055e-13,1.24621848138884e-11
"gene-AT5G12150",9411.2631361763,0.384791617277184,0.0539389265309048,7.13383899208143,9.76075011275219e-13,1.34452292025061e-11
"gene-AT3G29030",1037.49190370857,0.678109263649807,0.0950635762366121,7.13321853116489,9.80486982607449e-13,1.34979398996688e-11
"gene-AT3G23880",619.51157123669,0.90083019393998,0.126291474270653,7.13294542757043,9.82435164485071e-13,1.35166900106571e-11
"gene-AT4G24830",3910.63794568827,0.422643899155164,0.0592605844523129,7.13195630892346,9.89522880269577e-13,1.36060871175529e-11
"gene-AT3G27770",4135.24564556795,-0.535108279895411,0.0750999340739329,-7.12528295122894,1.03867089340828e-12,1.42733683737196e-11
"gene-AT3G55480",3078.25576221336,-0.419384727138442,0.0588623196226036,-7.12484200125533,1.0420014807682e-12,1.43106087820334e-11
"gene-AT4G21450",3639.04480436418,-0.448058826497109,0.062894838644053,-7.12393633812866,1.04887504701725e-12,1.43964343506969e-11
"gene-AT2G32560",3464.26659530441,0.421000361812678,0.0591244161595485,7.12058383251684,1.07470840750741e-12,1.47422374590799e-11
"gene-AT4G00360",8483.61312598727,0.38796825735726,0.0544861246572718,7.12049645295302,1.07539000905679e-12,1.47428170147684e-11
"gene-AT3G09440",8046.3406926225,0.591137434911498,0.0830241208924696,7.12006858437106,1.07873371376899e-12,1.47798697004154e-11
"gene-AT5G24850",1225.56988125223,0.5844988658755,0.0820947782080348,7.1198056518812,1.08079353593336e-12,1.47992981859189e-11
"gene-AT5G55730",2125.80193504196,0.51036254098567,0.0717492037485042,7.11314571203601,1.13427413190624e-12,1.55223900341994e-11
"gene-AT2G04400",1579.17593726731,0.557155026252838,0.078352654624109,7.1108634279942,1.15319211084002e-12,1.57719198599407e-11
"gene-AT2G39360",1085.15096139455,-0.618276100938046,0.0869772847653458,-7.10847783540358,1.17329735784089e-12,1.60278813829698e-11
"gene-AT4G25170",3775.96633236717,-0.423989209092498,0.0596450352198065,-7.1085415161546,1.17275622910942e-12,1.60278813829698e-11
"gene-AT1G02350",174.783673747285,-1.39581267741373,0.196401440311372,-7.10693707337805,1.18646495628562e-12,1.61981618869094e-11
"gene-AT2G27200",266.97725785596,-1.10659029464492,0.155712871256238,-7.10660773073756,1.1892983250788e-12,1.62272367325396e-11
"gene-AT2G40380",1046.46808315233,-0.663510480784115,0.0933897445408316,-7.10474671545993,1.20543403289151e-12,1.64376720073597e-11
"gene-AT2G15020",3828.49272714749,-1.30655480039609,0.183985108260763,-7.10141604800047,1.23485015179906e-12,1.68288473110724e-11
"gene-AT5G06560",1200.96501271705,-0.570119741473454,0.0802861585192081,-7.10109627847066,1.23771110731037e-12,1.68578738472946e-11
"gene-AT5G53486",296.816251468531,1.32782900450202,0.187142022245138,7.09530114386974,1.29070120704277e-12,1.75692320739075e-11
"gene-AT1G07650",1892.08336142638,-0.520485250664933,0.0734063800164631,-7.09046339770742,1.33663666560373e-12,1.8183778685638e-11
"gene-AT4G04960",794.692866377967,-0.652931171855244,0.0921011713934886,-7.08928194914799,1.34809625228243e-12,1.83288629017573e-11
"gene-AT3G24300",888.214532802266,0.697218341396237,0.0983686519257894,7.08781027031078,1.3625058579999e-12,1.85138612726103e-11
"gene-AT5G05860",1279.37788565575,-0.611484197940672,0.0863279480186053,-7.08327038896936,1.40791584290203e-12,1.91196298124134e-11
"gene-AT1G29720",676.464848374833,0.923364342709831,0.130369836587831,7.08265321854379,1.41420260714865e-12,1.91937009524666e-11
"gene-AT1G03310",1830.20162507178,0.685485097798893,0.0968264661861307,7.07952200260181,1.44652532665789e-12,1.96208397102379e-11
"gene-AT5G08520",2509.21283432806,-0.497508372006741,0.070276567063782,-7.07929246963941,1.44892304556716e-12,1.96418086465215e-11
"gene-AT2G42540",7364.04150061731,-1.5477620276994,0.218690953285949,-7.07739394082584,1.46890531095968e-12,1.99009915190477e-11
"gene-AT2G25800",3033.97431427562,-0.478690267831737,0.0676398473573411,-7.07704535911824,1.47260344509114e-12,1.99393792368506e-11
"gene-AT1G55110",1929.69491997824,-0.489224506034567,0.0691759271955181,-7.07217851452613,1.5252003324654e-12,2.06394333722533e-11
"gene-AT3G48360",12916.0461359314,-1.28260123186499,0.181364811295334,-7.07194092781539,1.52781462339152e-12,2.06626846925425e-11
"gene-AT3G14920",1109.09826178401,0.596727557117293,0.0843914058153644,7.07095173201454,1.53874660050489e-12,2.07983340334363e-11
"gene-AT1G22400",750.030639267546,-0.96960504497632,0.137138360033166,-7.07026863046801,1.54634057265963e-12,2.08887330198936e-11
"gene-AT4G37260",2980.56444099856,-1.50338204273803,0.21274228159282,-7.06668195660062,1.58682064426945e-12,2.14230077495371e-11
"gene-AT5G03380",3259.13530347711,0.462397747072382,0.0654878766213353,7.06081447328126,1.65529479324165e-12,2.23343725203974e-11
"gene-AT2G22240",5727.39056650356,0.636722572460374,0.0902312217769497,7.05656600809798,1.70667588857755e-12,2.30141750378419e-11
"gene-AT5G19190",9157.72466319338,1.18453871215234,0.167896156611583,7.05518658710394,1.72369270930147e-12,2.3230058552766e-11
"gene-AT2G41240",258.453899121594,3.06612620450338,0.435073064675468,7.04738227541272,1.82314954120632e-12,2.45560778450214e-11
"gene-AT4G36690",4988.38772504644,0.368555019519433,0.0522985855180404,7.04713169330938,1.82643447249317e-12,2.45859617637012e-11
"gene-AT2G41190",2372.2299379481,0.723315327515804,0.102748049144775,7.03969889001619,1.92655705427247e-12,2.59034863641217e-11
"gene-AT3G56080",2147.75820811897,0.625200213530075,0.0888102468258164,7.03973061527777,1.92611847037369e-12,2.59034863641217e-11
"gene-AT5G62560",1144.38385655982,-0.618646145490027,0.0879035462351222,-7.03778370710197,1.95321562715038e-12,2.62466195492195e-11
"gene-AT2G39330",352.104990464241,1.09263376278931,0.155266143258889,7.03716689199566,1.96187823029136e-12,2.63476704206689e-11
"gene-AT5G19770",6533.07270421689,-0.457014820705482,0.0649688352407408,-7.03436992539611,2.00163429875241e-12,2.68659402182374e-11
"gene-AT3G24860",239.800048473026,1.16120190583825,0.1651557882814,7.03094888723934,2.05133645366861e-12,2.7517025762155e-11
"gene-AT1G49220",60.688018348906,-7.48114328178775,1.06404394974672,-7.03085928317956,2.05265439246973e-12,2.75186962999765e-11
"gene-AT4G14230",764.056980493493,-0.726654979635592,0.103356269218584,-7.03058445442548,2.05670188608749e-12,2.75569371245156e-11
"gene-AT3G46940",658.010807382983,0.904857033688679,0.128844608759385,7.02285522383387,2.17379431907618e-12,2.91088984922054e-11
"gene-AT3G13040",6421.70901447766,0.421778683305298,0.0600640250509179,7.02215149497132,2.18477449994392e-12,2.92389525213041e-11
"gene-AT1G35670",2148.83617623615,-0.454946791792331,0.0648112959295786,-7.01956017492165,2.22567745719839e-12,2.97690814881309e-11
"gene-AT3G01480",16294.6763407701,0.313127449675076,0.0446105699401135,7.01913134253669,2.23251845463732e-12,2.98432713307142e-11
"gene-AT4G23040",465.388075312495,-0.87258303626747,0.124347910460521,-7.01727140436752,2.26242880852787e-12,3.02255769964334e-11
"gene-AT4G17460",2008.13738400021,0.658053372896257,0.0937942670481168,7.01592318599466,2.28435536687408e-12,3.04884015411161e-11
"gene-AT3G16560",1657.71198297535,-0.570265734194679,0.0812819157228581,-7.01589928243176,2.28474599345369e-12,3.04884015411161e-11
"gene-AT4G31405",71.5705330268943,2.39946280549179,0.342141010222651,7.01308154766457,2.3312547731932e-12,3.10910374870225e-11
"gene-AT1G73010",206.208584184297,1.67625228556181,0.239025668304066,7.01285471746675,2.33503890046084e-12,3.1123504049553e-11
"gene-AT2G32200",51.4032610224104,-3.53254387818814,0.503754080064378,-7.01243725457607,2.34201903804136e-12,3.11985077979178e-11
"gene-AT1G52280",986.183127280382,-0.649194613676614,0.09270073587902,-7.00312254828109,2.50319691448522e-12,3.33263381357476e-11
"gene-AT2G18230",2602.77038402581,0.433475857092031,0.0618987492774361,7.00298248594896,2.50570166666099e-12,3.3340435505791e-11
"gene-AT2G22190",1228.8931177091,-1.56867872401434,0.224157526610009,-6.99810864144454,2.59440888240353e-12,3.45008502995058e-11
"gene-AT4G40060",4564.99443177907,0.413317540929105,0.0590875807156235,6.99499854154324,2.65261688565285e-12,3.52545779632674e-11
"gene-AT4G13350",3399.55373903576,-0.439932011857938,0.0629000825499327,-6.99414045297479,2.66890086967442e-12,3.54505674849207e-11
"gene-AT2G40000",12805.8442578445,-1.43100903080237,0.204636315258825,-6.9929378321361,2.6918881489673e-12,3.57353188411266e-11
"gene-AT1G55320",941.224718606691,0.634890225492612,0.0908501211230432,6.9883255811266,2.78186229743056e-12,3.69084940831134e-11
"gene-AT2G17440",1350.17393654923,-0.615277049420511,0.0880829774679526,-6.98519812916597,2.84454259985157e-12,3.77184058711773e-11
"gene-AT5G13190",1117.23202247505,-0.580519298264707,0.0831095985888823,-6.98498498514423,2.84886448048545e-12,3.77540034801805e-11
"gene-AT5G44635",670.119156009191,0.753263897544337,0.107856327978101,6.9839564508193,2.86981055107968e-12,3.80097423879072e-11
"gene-AT3G28140",445.649368992595,0.947040319207333,0.135642567092753,6.98188142192666,2.91252917462188e-12,3.85533927885223e-11
"gene-AT5G37190",1185.26511476644,-0.58793517779056,0.084214781709154,-6.98137744773911,2.92299824527877e-12,3.86697742615509e-11
"gene-AT1G30280",291.895872072909,-1.11816201442984,0.160201061041033,-6.97974162695118,2.95723411945884e-12,3.91002646563082e-11
"gene-AT5G01260",1208.10807385876,0.655854966622116,0.0939992476906797,6.97723633683024,3.01043061638665e-12,3.9780813514762e-11
"gene-AT5G13710",3934.52196613997,-0.408048847315968,0.0585390028777293,-6.97054659725348,3.15711928430496e-12,4.16953113269119e-11
"gene-AT1G08273",56.5704290881191,-2.83972322406778,0.407394406494811,-6.97045216820853,3.15923923405386e-12,4.16994261580126e-11
"gene-AT1G67120",3360.04142851721,0.503922161502806,0.0723409804558036,6.96592938508312,3.26242763837953e-12,4.30367957170444e-11
"gene-AT5G66790",265.186897542533,-1.15179719235384,0.165353686172394,-6.96565779097902,3.26872822763883e-12,4.30952568331182e-11
"gene-AT2G45180",27262.8998566902,-0.439248761696687,0.0630614219215602,-6.96541163063294,3.27444909732852e-12,4.31460124201705e-11
"gene-AT5G44565",138.231527182482,-1.68719985527567,0.242262085067387,-6.96435785569322,3.29905044233128e-12,4.34453478867601e-11
"gene-AT4G13840",2693.48930561821,0.427489790991691,0.0614054513961439,6.96175634690532,3.36056369457597e-12,4.42301588089197e-11
"gene-AT2G20670",13662.782104258,1.34998446243745,0.194017359999903,6.95806015728759,3.44989909095086e-12,4.53800474262613e-11
"gene-AT5G58770",3342.59815168155,0.551696146228414,0.079298044936718,6.95724776908034,3.46984411649245e-12,4.5616382829076e-11
"gene-AT5G66080",349.849278108252,-0.95531169580257,0.137327392325991,-6.95645405932436,3.4894397400811e-12,4.5847858100587e-11
"gene-AT5G52050",575.923869554347,-2.14081904639169,0.307836022651187,-6.95441367762692,3.54031337082478e-12,4.64897984156313e-11
"gene-AT3G60130",1224.17789621597,-0.61534674890751,0.0884961597618134,-6.95337233348555,3.56655718363915e-12,4.68077644265993e-11
"gene-AT5G13000",7898.47470924455,0.363899885712779,0.0523419892055216,6.9523510901338,3.59247964134948e-12,4.71211536119895e-11
"gene-AT2G37240",2915.18543726835,0.484309989188725,0.0696647511370502,6.95200917657698,3.60119972088397e-12,4.72086778646183e-11
"gene-AT2G44790",1977.26859393243,-0.521263838711017,0.0749870987496771,-6.9513802694395,3.61729344056446e-12,4.73927099124862e-11
"gene-AT5G16820",726.688548259131,-0.699322034028828,0.100656663798329,-6.94759797950341,3.71558007377673e-12,4.86527887116512e-11
"gene-AT1G07180",10142.4902626093,0.369171755666543,0.0531415509008044,6.94695110339647,3.73265000177715e-12,4.88485677587851e-11
"gene-AT4G30360",1035.17740327732,-0.622005147020845,0.0895388948182933,-6.94675926348117,3.7377270870753e-12,4.88872654003796e-11
"gene-AT1G11310",5146.35570149647,-0.454715889216223,0.0654759305786929,-6.94477932879042,3.79052363361573e-12,4.95497077480415e-11
"gene-AT1G09467",126.880843459073,1.60605893913419,0.231390830449792,6.94089275712538,3.89629721253969e-12,5.09035226198032e-11
"gene-AT5G67190",990.162467486514,-0.71409823516729,0.102893280755085,-6.94018336208994,3.915913372985e-12,5.11308303893891e-11
"gene-AT5G51795",153.09789897297,-1.72014693744818,0.247914408377268,-6.9384710179108,3.96366283957573e-12,5.17250149506376e-11
"gene-AT2G18210",84.6311181271609,-2.11483563337048,0.304919859174814,-6.93570972744685,4.04186767225719e-12,5.26886031326146e-11
"gene-AT5G36250",2264.2939940869,-0.447212626046461,0.064479787136316,-6.93570258073299,4.04207203007916e-12,5.26886031326146e-11
"gene-AT4G24200",1085.76998052222,-0.650947059921055,0.0938801994833784,-6.93380567471318,4.09667310478014e-12,5.33701610865114e-11
"gene-AT5G43470",5352.29462324162,-0.542994711767031,0.0783360558009668,-6.93160647692872,4.16088093253052e-12,5.41760324241791e-11
"gene-AT1G35350",786.226657875492,-0.911999161301103,0.131645176474492,-6.92770662567963,4.27717569355813e-12,5.56588004050547e-11
"gene-AT4G25433",59.7742352440981,-2.48176568997659,0.358257769002295,-6.92731855302959,4.28892097999515e-12,5.57801629315894e-11
"gene-AT1G05835",535.256670781163,0.788617861201253,0.113851281272969,6.92673681300495,4.30658699152603e-12,5.59783480482518e-11
"gene-AT1G23040",461.076183423884,0.926064345632893,0.13373327784192,6.92471134019129,4.36865396134636e-12,5.6753122081513e-11
"gene-AT1G75240",1262.2330336749,-0.562463151754913,0.0812284727788488,-6.92445804424103,4.37647718419724e-12,5.682274064775e-11
"gene-AT5G46690",1329.96082092162,0.664733822942637,0.0960256424196645,6.92246160705206,4.43862115268549e-12,5.75971666627883e-11
"gene-AT3G19010",2527.76235986563,-0.522870490535406,0.0755554515679095,-6.92035425220705,4.50515615179535e-12,5.84276691249994e-11
"gene-AT3G10050",3573.86335034209,0.458617837724615,0.0662735750213965,6.92007089668166,4.51417670791343e-12,5.85117485709813e-11
"gene-AT3G17840",1782.62026635195,0.533926395101285,0.0771605789216842,6.91967844931808,4.52669942626534e-12,5.86411022866587e-11
"gene-AT1G20780",968.600955405811,-0.64656567442736,0.093472016385331,-6.91721115506853,4.60621274306827e-12,5.96165815267396e-11
"gene-AT5G58870",6729.01452718717,0.429624853800784,0.062109811957178,6.917181686156,4.60717066137517e-12,5.96165815267396e-11
